Variable,Measure,COU,Country,Year,Value
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,2010,12463
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,2011,13376
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,2012,12416
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,2013,12910
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,2014,12305
Mental and behavioural disorders,Number of total deaths,BRA,Brazil,2015,12424
Diseases of the nervous system,Number of total deaths,BRA,Brazil,1993,9609
Diseases of the nervous system,Number of total deaths,BRA,Brazil,1994,9686
Diseases of the nervous system,Number of total deaths,BRA,Brazil,1995,9785
Diseases of the nervous system,Number of total deaths,BRA,Brazil,1996,10446
Diseases of the nervous system,Number of total deaths,BRA,Brazil,1997,10452
Diseases of the nervous system,Number of total deaths,BRA,Brazil,1998,10993
Diseases of the nervous system,Number of total deaths,BRA,Brazil,1999,11293
Diseases of the nervous system,Number of total deaths,BRA,Brazil,2000,11716
Diseases of the nervous system,Number of total deaths,BRA,Brazil,2001,12429
Diseases of the nervous system,Number of total deaths,BRA,Brazil,2002,12971
Diseases of the nervous system,Number of total deaths,BRA,Brazil,2003,13885
Diseases of the nervous system,Number of total deaths,BRA,Brazil,2004,15294
Diseases of the nervous system,Number of total deaths,BRA,Brazil,2005,16507
Diseases of the nervous system,Number of total deaths,BRA,Brazil,2006,19338
Diseases of the nervous system,Number of total deaths,BRA,Brazil,2007,20554
Diseases of the nervous system,Number of total deaths,BRA,Brazil,2008,21630
Diseases of the nervous system,Number of total deaths,BRA,Brazil,2009,23165
Diseases of the nervous system,Number of total deaths,BRA,Brazil,2010,25458
Diseases of the nervous system,Number of total deaths,BRA,Brazil,2011,27117
Diseases of the nervous system,Number of total deaths,BRA,Brazil,2012,28885
Diseases of the nervous system,Number of total deaths,BRA,Brazil,2013,30451
Diseases of the nervous system,Number of total deaths,BRA,Brazil,2014,32532
Diseases of the nervous system,Number of total deaths,BRA,Brazil,2015,34884
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,1993,243331
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,1994,244466
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,1995,243778
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,1996,249092
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,1997,249465
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,1998,256090
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,1999,257043
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,2000,260484
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,2001,263327
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,2002,267432
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,2003,274020
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,2004,285497
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,2005,283874
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,2006,302792
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,2007,308431
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,2008,316822
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,2009,320053
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,2010,326345
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,2011,335173
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,2012,333264
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,2013,339607
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,2014,340293
Diseases of the circulatory system,Number of total deaths,BRA,Brazil,2015,349547
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,1993,79237
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,1994,81251
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,1995,83039
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,1996,88249
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,1997,84019
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,1998,91813
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,1999,89026
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,2000,88312
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,2001,90092
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,2002,94541
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,2003,97572
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,2004,102143
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,2005,97325
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,2006,102853
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,2007,104483
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,2008,105070
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,2009,114522
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,2010,119103
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,2011,126658
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,2012,127182
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,2013,137808
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,2014,138968
Diseases of the respiratory system,Number of total deaths,BRA,Brazil,2015,149502
Diseases of the digestive system,Number of total deaths,BRA,Brazil,1993,36473
Diseases of the digestive system,Number of total deaths,BRA,Brazil,1994,36903
Diseases of the digestive system,Number of total deaths,BRA,Brazil,1995,37295
Diseases of the digestive system,Number of total deaths,BRA,Brazil,1996,38973
Diseases of the digestive system,Number of total deaths,BRA,Brazil,1997,39814
Diseases of the digestive system,Number of total deaths,BRA,Brazil,1998,40676
Diseases of the digestive system,Number of total deaths,BRA,Brazil,1999,41897
Diseases of the digestive system,Number of total deaths,BRA,Brazil,2000,42995
Diseases of the digestive system,Number of total deaths,BRA,Brazil,2001,44380
Diseases of the digestive system,Number of total deaths,BRA,Brazil,2002,45785
Diseases of the digestive system,Number of total deaths,BRA,Brazil,2003,46881
Diseases of the digestive system,Number of total deaths,BRA,Brazil,2004,48654
Diseases of the digestive system,Number of total deaths,BRA,Brazil,2005,50082
Diseases of the digestive system,Number of total deaths,BRA,Brazil,2006,51920
Diseases of the digestive system,Number of total deaths,BRA,Brazil,2007,53717
Diseases of the digestive system,Number of total deaths,BRA,Brazil,2008,55190
Diseases of the digestive system,Number of total deaths,BRA,Brazil,2009,56196
Diseases of the digestive system,Number of total deaths,BRA,Brazil,2010,58053
Diseases of the digestive system,Number of total deaths,BRA,Brazil,2011,59692
Diseases of the digestive system,Number of total deaths,BRA,Brazil,2012,60495
Diseases of the digestive system,Number of total deaths,BRA,Brazil,2013,61941
Diseases of the digestive system,Number of total deaths,BRA,Brazil,2014,62768
Diseases of the digestive system,Number of total deaths,BRA,Brazil,2015,64224
External causes of mortality,Number of total deaths,BRA,Brazil,1993,103572
External causes of mortality,Number of total deaths,BRA,Brazil,1994,107085
External causes of mortality,Number of total deaths,BRA,Brazil,1995,114643
External causes of mortality,Number of total deaths,BRA,Brazil,1996,119008
External causes of mortality,Number of total deaths,BRA,Brazil,1997,119452
External causes of mortality,Number of total deaths,BRA,Brazil,1998,117468
External causes of mortality,Number of total deaths,BRA,Brazil,1999,116778
External causes of mortality,Number of total deaths,BRA,Brazil,2000,118285
External causes of mortality,Number of total deaths,BRA,Brazil,2001,120854
External causes of mortality,Number of total deaths,BRA,Brazil,2002,126430
External causes of mortality,Number of total deaths,BRA,Brazil,2003,126591
External causes of mortality,Number of total deaths,BRA,Brazil,2004,127400
External causes of mortality,Number of total deaths,BRA,Brazil,2005,127563
External causes of mortality,Number of total deaths,BRA,Brazil,2006,128591
External causes of mortality,Number of total deaths,BRA,Brazil,2007,131234
External causes of mortality,Number of total deaths,BRA,Brazil,2008,135637
External causes of mortality,Number of total deaths,BRA,Brazil,2009,138891
External causes of mortality,Number of total deaths,BRA,Brazil,2010,143440
External causes of mortality,Number of total deaths,BRA,Brazil,2011,146034
External causes of mortality,Number of total deaths,BRA,Brazil,2012,152084
External causes of mortality,Number of total deaths,BRA,Brazil,2013,151646
External causes of mortality,Number of total deaths,BRA,Brazil,2014,156907
External causes of mortality,Number of total deaths,BRA,Brazil,2015,152097
Neoplasms,Number of total deaths,BRA,Brazil,1993,92798
Neoplasms,Number of total deaths,BRA,Brazil,1994,96274
Neoplasms,Number of total deaths,BRA,Brazil,1995,98876
Neoplasms,Number of total deaths,BRA,Brazil,1996,103302
Neoplasms,Number of total deaths,BRA,Brazil,1997,106947
Neoplasms,Number of total deaths,BRA,Brazil,1998,110716
Neoplasms,Number of total deaths,BRA,Brazil,1999,115640
Neoplasms,Number of total deaths,BRA,Brazil,2000,120471
Neoplasms,Number of total deaths,BRA,Brazil,2001,125324
